Data,Judet,UAT,Metoda de interventie,Sex,Detalii referitoare la eveniment,Echipa de interventie,FC,Judet_relocare,lat,long,event_type,status_log,Nr_raport,Nr_identificare
2025-06-30,Prahova,MĂNECIU,Alungat,Femela cu pui,"Femela de 6 ani cu doi pui care au fost alungati din zona locuintelor, nu au facut pagube","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEAJEN 27,,45.450425,25.935650,alungare,swapped,9309/30.06.2025,
2025-06-30,Prahova,MĂNECIU,Alungat,,"La sosirea echipei ursul nu se mai afla  acolo, dupa 10 minute a reaparut in gospodarie, a devenit agresiv fata de echipa, a fost alungat cu greu, cu petarde","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.454533,25.943341,alungare,swapped,9311/30.06.2025,
2025-06-30,Prahova,MĂNECIU,Alungat,Mascul,"Exemplar de 3 ani care se afla in incinta manastirii si se hranea, fara sa se sperie de oameni, a fost alungat cu mijloace sonore","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.453860,25.938477,alungare,swapped,9313/30.06.2025,
2025-07-01,Prahova,MĂNECIU,Alungat,Femela cu pui,"Femela de 6 ani cu doi pui care au fost alungati din curtea locuintei, nu au fost pagube","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.447811,25.938502,alungare,swapped,9337/01.07.2025,
2025-07-01,Prahova,MĂNECIU,Alungat,Femela cu pui,Femela de 6 ani cu doi pui care au fost alungati din curtea locuintei,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.449203,25.938581,alungare,swapped,9338/01.07.2025,
2025-06-30,Prahova,BĂTRÂNI,Alungat,Mascul,"Exemplar de 7 ani care a produs multe pagube in intravilan, in decurs de 15 zile a omorat mai multe ovine si a produs si pagube materiale","Jandarmerie, primar, personal GFC , medic veterinar",BASCA FARA CALE 29,,45.108220,26.009703,alungare,swapped,5281/30.06.2025,
2025-07-01,Prahova,MĂNECIU,Relocat,Mascul,"Exemplar de 3 ani care se afla in preajma locuintelor, a fost capturat si crotaliat cu PH  46 URS, relocat pe acelasi fond cinegetic","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.456043,25.947162,relocare,swapped,9356/01.07.2025,PH 46 URS
2025-06-30,Mures,GĂLEŞTI,Alungat,Femela cu pui,"Alungare ursoaica cu 2 pui din intravilanul satului Maiad, com Galesti. Dupa mai multe alungari din intravilanul satului Miad, comisia de interventie a decis la tranchilizarea si relocarea exemplarelor insa din cauza vegetatiei abundente si al comportamentului agresiv al ursoaicei  nu s-a reusit.","IJJ Mures, viceprimar, reprezentant asociatie vanatoare, medic veterinar",,,46.513137,24.725810,alungare,,1747/30.06.2025        8756/30.06.2025,
2025-07-01,Mures,GĂLEŞTI,Alungat,Femela cu pui,"S-a interevnit la alungarea unei ursoaice cu 2 pui din intravilanul satului Maiad, comuna Galesti. exemplarele au intrat de mai multe ori in gospodariile  oamenilor, omorand mai multe animale .","Viceprimar, reprezentant asociatie vanatoare, medic veterinar",,,46.519399,24.716426,alungare,,1771/01.07.2025      8828/01.07.2025,
2025-07-01,Mures,GĂLEŞTI,Alungat,Femela cu pui,"Alungare ursoaice cu 2 pui din intravilanul satului Maiad, com Galesti. Exemplarele au patruns de mai multe ori in gospodariile oamenilor omorand mai multe animale.","Viceprimar, reprezentant asociatie vanatoare, medic veterinar",,,46.519390,24.716426,alungare,,1772/01.07.2025       8827/01.07.2025,
2025-07-02,Mures,GĂLEŞTI,Alungat,Femela cu pui,"Alungare ursoaica cu 2 pui din intravilanul satului Sanvasii, com Galesti, acestia patrunzand in gospodarii omorand mai multe gaini. S-a identificat ursoaica cu puii fiind aceeasi care intra in intravilanul satului Maiad si in intravilanul satului Bolintineni.","IJJ Mures, viceprimar, reprezentant asociatie vanatoare, medic veterinar.",,,46.494732,24.733820,alungare,,1776/02.07.2025    8884/02.07.2025,
,Vâlcea,RÂMNICU VÂLCEA,Alungat,,"În urma apelului la 112 a fost semnalat prezența unui urs pe strada Liviu Rebreanu, Dealul Malului.  S- emis mesaj RO-ALERT.  Alungarea s-a făcut prin semnale luminoase și sonore.","Reprezentant jandarmerie, reprezentant UAT, personal tehnic gestionar",,,45.1062558963,24.3710774894,alungare,stereo70,24454,
,Valcea,CERNIŞOARA,Alungat,,Ursul a fost văzut în două locuri diferite producând pagube materiale (distrugerea a doi stupi). A fost alungat prin mijloace acustice-luminoase a autospecialei de jandarmi.,"Reprezentant Jandarmerie, reprezentant UAT, personal tehnic gestionar",,,45.0178827245,24.0135221438,alungare,,5777,
2025-06-13,Covasna,LEMNIA,Împușcare,Mascul,"În urma sesizării de prezența unei exemplare de urs în intravilanul localității care a provocat pagube prin atac, s-a convocat comisia de  intervenție imediată. Alungarea nu și-a dat rezultat dupa care s-a incercat tranchilizarea animalului la care a devenit agresiv  si sa decurs la extragere prin impuscare pentru apararea personalului. După împușcare anumalul a intrat într-o zonă cu vegetație abundentă unde căutarea în timpul nopții este riscantă asupra personalului tehnic. Comisia de intervenție a luat decizia de căutarea animalului în timpul zilei cu ajutorul câinilor de vânătoare, starea exemplarului: rănit.","Primar, jandarmerie, paznic de vânătoare, medic veterinar",,,46.0707751991,26.2727699121,alungare,,,
2025-06-13,Covasna,LEMNIA,Împușcare,Mascul,"În urma sesizării de prezența unei exemplare de urs în intravilanul localității care a provocat pagube prin atac, s-a convocat comisia de  intervenție imediată. Alungarea nu și-a dat rezultat dupa care s-a incercat tranchilizarea animalului la care a devenit agresiv  si sa decurs la extragere prin impuscare pentru apararea personalului. După împușcare anumalul a intrat într-o zonă cu vegetație abundentă unde căutarea în timpul nopții este riscantă asupra personalului tehnic. Comisia de intervenție a luat decizia de căutarea animalului în timpul zilei cu ajutorul câinilor de vânătoare, starea exemplarului: rănit.","Primar, jandarmerie, paznic de vânătoare, medic veterinar",LEMNIA 23,,46.071825,26.278010,impuscare,,1/13.06.2025,
2025-06-13,Covasna,ÎNTORSURA BUZĂULUI,Alungat,Femela cu pui,Urșii au fost alungați cu ajutorul instrumentelor luminoase și sonore.,"viceprimar, paznic de vânătoare, medic veterinar",ZABRATAU 33,,45.671200,26.047100,alungare,,23566/13.06.2025,
2025-06-18,Covasna,TURIA,Alungat,,"În data de 18.06.2025 a fost sesizat, prezenta unei exemplare de urs în incinta Hotelului Balvanyos resort pentru care a fost convocat comisia de intervenție imediată care a decis la alungarea exemplarului","Viceprimar, jandarmerie, medic veterinar, paznic de vânătoare",TURIA 17,,46.116578,25.944189,alungare,,5/18.06.2025,
2025-06-21,Covasna,TURIA,Alungat,Femela,În urma evenimentelor din zilele anterioare s-a sesizat din nou prezenta unei exemplare de urs in incinta Hotelului Balvanyos Resort. S-a Convocat comisia de inetrvenție care a incercat alungarea si tranchilizarea fără rezultat pozitiv.,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",TURIA 17,,46.116665,25.943629,alungare,,7_21.06.2025,
,Buau,BUDA,Alungat,,În urma apelului 112 echipa de intervenție s-a deplasat in satul Valea Largă.  A fost mancată 1 oaie în spatele casei proprietarului.,"Reprezentant IJJ Buzau, reprezentant UAT Buda, reprezentant vanatoare Dealurile Râmnicului",DEDULESTI 45,,45.303400,26.532000,alungare,swapped,3414,
,Buzău,PĂTÂRLAGELE,Alungat,,"Echipa de intervenție a ajuns la fața locului, dar nu a mai fost găsit anumalul sălbatic în zonă.","reprezentant IJJ Buzău, reprezentant UAT Pătârlagele",PATARLAGELE 30,,45.3208090841,26.3613421094,alungare,,5777,
2025-07-03,Prahova,MĂNECIU,Alungat,Mascul,"Exemplar de 6 ani care se afla frecvent in intravilan, a fost alungat spre fondul forestier","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.458333,25.941951,alungare,swapped,9550/03.07.2025,
2025-07-03,Prahova,MĂNECIU,Relocat,Mascul,"Exemplar de 4 ani care se afla in preajma locuintelor, a fost capturat si crotaliat cu PH  047 URS, relocat pe acelasi fond cinegetic","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.457042,25.947862,relocare,swapped,9547/04.07.2025,PH 047 URS
2025-07-04,Prahova,MĂNECIU,Alungat,,"Exemplar de 5 ani care se afla in gradina unei case, nu a produs pagube","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.447527,25.938051,alungare,swapped,9572/04.07.2025,
2025-07-04,Prahova,MĂNECIU,Alungat,Femela cu pui,Urs  alungat din gospodariecu mijloace sonore si luminoase,"Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.262049,26.162298,alungare,swapped,9571/04.07.2025,
2025-07-04,Prahova,POSEŞTI,Alungat,,Urs  alungat din gospodariecu mijloace sonore si luminoase,"Jandarmerie,  personal GFC, medic veterinar",CALDARUSANCA 31,,45.262049,26.162298,alungare,swapped,3772/04.07.2025,
2025-07-04,Prahova,MĂNECIU,Alungat,,"Exemplar de 5 ani care se afla in curte, nu a produs pagube, se va monta cusca pentru capturare","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.453670,25.940854,alungare,swapped,9575/04.07.2025,
2025-07-03,Brașov,RÂŞNOV,Alungat,Femela cu pui,"În urma apelului la 112 echipa de interventie s-a deplasat pe str. Closca nr. 66, unde a fost identificata o ursoaică cu pui. Ursoaica a avut un comportament agresiv fata de membrii echipei de interventie. La fața locului existac distrugeri materiale provocate de urs, acesta omorând și păsări din gospodărie (porumbei).)","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,45.5910793874,25.463926548,alungare,,11/03.07.2025,
2025-07-03,Brașov,BRAŞOV,Alungat,,"în urma unui apel la nr. de urgenta 112, prin care a fot sesizata prezenta unui exemplar de urs brun in parcarea din Poiana Mica, a fost convocata echipa de interventie, procedându-se la alungarea exemplarului de urs spre zona împădurita. S-au utilizat semnale acustice si luminoase.","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",TIMIS 18,,45.607753,25.550937,alungare,,99378/03.07.2025,
2025-07-04,Brașov,BRAŞOV,Alungat,,"În urma unui apel la 112 prin care a fost sesizată prezenta unui urs in zona Pensiunii Zimbru, echipa de intervenție s-a deplasat la fața locului și a procedat la alungarea a 2 exemplare de urs spre zona împădurită. Au fost utilizate mijloace luminoase, acustice și muniție de cauciuc.","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",TIMIS 18,,45.594554,25.551141,alungare,,99392/04.07.2025,
2025-07-04,Brașov,BRAŞOV,Alungat,,"În timpul patrulării pentru monitorizarea zonei Poiana Brașov, echipa de intervenție a observat 1 exemplar de urs vis-a-vis de restaurantul Capra Neagră. S-a procedat la alungarea exemplarului cu mijloace luminose, acustice și muniție de cauciuc.","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",TIMIS 18,,45.594118,25.553251,alungare,,99409/04.07.2025,
2025-07-04,Brașov,RÂŞNOV,Altele,Femela cu pui,Ursoaica cu pui care aprodus pagube în gospodăria lui Adămuță Ovidiu s-a întors la cușca cu porumbei. Din cauza vegeației arbustive dese nu s-a reușit extragerea ei.  Acțiunea rămâne deschisă 24h,"Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,45.577303,25.466168,alungare,,12/04.07.2025,
,Buzău,BECENI,Alungat,,"A fost semnalată prezenta unui urs la sână, prin apel la 112. Echipa de intervenție a ajuns în zonă și a folosit mijloace acustice pentru a se asigura că alungă animalul sălbatic din zona stânii.","Reprezentant IJJ Buzău, reprezentant UAT Beceni, paznic de vânătoare",BECENI 41,,45.342224,26.800740,alungare,swapped,8789,
2025-07-07,Prahova,MĂNECIU,Alungat,,"La sosirea echipei, exemplarul de urs nu se mai afla la fata locului, proprietarul avea doua filmari cu ursul in gospodarie, s-a monitorizat zona, s-au folosit mijloace acustice pentru indepartare","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.450532,25.936036,alungare,swapped,9613/07.07.2025,
2025-07-07,Prahova,MĂNECIU,Alungat,Femela cu pui,"Femela de 6 ani cu doi pui care au fost alungati din zona locuintelor, nu au facut pagube, frecventeaza  des zona, s-a pus cusca pentru capturare","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.459969,25.940716,alungare,swapped,9614/07.07.2025,
2025-07-07,Prahova,CERAŞU,Alungat,,"La sosirea echipei, exemplarul de urs nu se mai afla la fata locului,  s-a monitorizat zona, s-au folosit mijloace acustice pentru indepartare","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",SLON 30,,45.328522,26.042427,alungare,swapped,4858/07.07.2025,
2025-07-07,Prahova,MĂNECIU,Alungat,,"La sosirea echipei, exemplarul de urs nu se mai afla in curtea pensiunii, acesta a fost vazut intr-o gospodarie din vecinatate s-a monitorizat zona, s-au folosit mijloace acustice si luminoase pentru indepartare","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.459275,25.949504,alungare,swapped,9615/07.07.2025,
2025-07-05,Prahova,MĂNECIU,Relocat,Mascul,"Exemplar de 7 ani care a fost capturat si crotaliat cu PH  48 URS, relocat pe acelasi fond cinegetic","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.456082,25.949019,relocare,swapped,9616/07.07.2025,PH 048 URS
2025-07-07,Prahova,MĂNECIU,Alungat,Mascul,"Exemplar de 5 ani care se afla in intraviloan, nu a produs pagube, a fost indepartat","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEAJEN 27,,45.442717,25.935190,alungare,swapped,9617/07.07.2025,
2025-07-07,Prahova,MĂNECIU,Alungat,,"Exemplar de 7 ani care se afla in curte, unde a produs pagube materiale, in zona exista cusca pentru capturare","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.459457,25.949290,alungare,swapped,9618/07.07.2025,
2025-07-06,Prahova,MĂNECIU,Relocat,Mascul,"Exemplar de 8 ani care a fost capturat si crotaliat cu PH  49 URS, deoarece a produs mai multe pagube in zona, relocat pe acelasi fond cinegetic","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.459457,25.949290,relocare,swapped,9619/07.07.2025,PH 049 URS
2027-07-02,Bacău,SLĂNIC-MOLDOVA,Alungat,,"In urma unui apel la 112, echipa de interventie a alungat un exemplar de urs cu ajutorul mijloacelor acustice si luminoase.",Reprezentant Jandarmerie ; reprezentant UAT; personal tehnic gestionar ; medic veterinar imputernicit.,SLANIC MOLDOVA 17,,46.206999,26.439801,alungare,,6585/02.07.2027,
,Buzău,PĂTÂRLAGELE,Alungat,,"A fost semnalată prezența unui urs in sat Crâng, în fata portii unor proprietari. In momentul in care s-a intrunit echipa, ursul nu mai era in zona.","Echipa-reprezentant  IJJ Buzau, reprezentant UAT Buzau",PATARLAGELE 30,,45.321610,26.351330,alungare,swapped,5886,
2025-07-07,Prahova,MĂNECIU,Alungat,,"Exemplar  care se afla in intravilan, nu se mai afla  la fata locului la sosirea echipei","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEAJEN 27,,45.311699,26.006564,alungare,swapped,9670/07.07.2025,
2025-07-07,Prahova,MĂNECIU,Alungat,Mascul,"Exemplar de 7 ani care se afla in curte, unde a produs pagube materiale, este vazut frecvent in zona, in zona exista cusca pentru capturare","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.459030,25.949190,alungare,swapped,9672/07.07.2025,
2025-06-20,Covasna,TURIA,Împușcare,Femela cu pui,"În urma sesizărilor și evenimentelor din dta de 19.06.2025 a fost sesizat prezența urșilor în incinta Hotelului Balvanyos resort, pentru care a fost convocat comisia de intervenție. Procedura de alungare nu și-a dat rezultat, animalele au fost tranchilizate pentru relocare dar în timpul tranchilizării femela a devenit agresiv atacând membrii comisiei pentru care a fost nevoit extragerea prin impuscare.","primar, jandarmerie, paznic de vânătoare, medic veterinar",,,46.0410764122,26.0534884691,alungare,,,
2025-06-23,Covasna,TURIA,Împușcare,Femela cu pui,"În urma sesizărilor și evenimentelor din dta de 19.06.2025 a fost sesizat prezența urșilor în incinta Hotelului Balvanyos resort, pentru care a fost convocat comisia de intervenție. Procedura de alungare nu și-a dat rezultat, animalele au fost tranchilizate pentru relocare dar în timpul tranchilizării femela a devenit agresiv atacând membrii comisiei pentru care a fost nevoit extragerea prin impuscare.","primar, jandarmerie, paznic de vânătoare, medic veterinar",TURIA 17,,46.116890,25.943147,impuscare,,6/23.06.2025,
2025-06-20,Covasna,ZAGON,Alungat,Femela cu pui,"La data de 19.06.2025, in jurul orelor 9:00  în zona terenurilor extravilane ale satului Păpăuți, unde este amplasată o stână, un cioban a fost atacat de un urs, acesta fiind preluat de un elicopter SMURD în stare gravă. Pe data de 20.06.2025 prin telefon direct de la primarul localității zagon s-a constituit echipa confrom Ordinului 81/2021 pentru apariția ursului care a atacat... . De asemenea în aceași zi la orele 21:05 același animal si-a făcut apariția atacând un alt cioban fiind apelat serviciul unic de urgență 112, de către proprietarul stânei, dar până la aparițoe echipei de intervenție, acesta a fost alungat.","primar, jandarmerie, medic veterinar, paznic de vânătoare",ZAGON 29,,45.782229,26.120073,alungare,,5838/20.06.2025,
2025-06-20,Covasna,ZAGON,Împușcare,Femela cu pui,"Pe data 20.06.2025 prin telefon direct de la primarul localității Zagon s-a constituit echipa conform Ordin 81. Pentru apariția ursului care a atacat ciobanul inainte cu o zi. ca urmare sau adunat echipa de intervenție mai sus. S-a incercat alungarea, iar ursoaica a devenit agresivă neputând tranchiliza sa dispus recoltarea exemplarului respectivei si tranchilizarea celor 2 pui a ei să fie transportați la Bălan.","primar, jandarmerie, medic veterinar, paznic de vânătoare",,,45.769762381,26.1131901159,alungare,,,
2025-06-20,Covasna,ZAGON,Împușcare,Femela cu pui,"Pe data 20.06.2025 prin telefon direct de la primarul localității Zagon s-a constituit echipa conform Ordin 81. Pentru apariția ursului care a atacat ciobanul inainte cu o zi. ca urmare sau adunat echipa de intervenție mai sus. S-a incercat alungarea, iar ursoaica a devenit agresivă neputând tranchiliza sa dispus recoltarea exemplarului respectivei si tranchilizarea celor 2 pui a ei să fie transportați la Bălan.","primar, jandarmerie, medic veterinar, paznic de vânătoare",ZAGON 29,,45.782229,26.120073,impuscare,,5839_20.06.2025,
2025-06-24,Covasna,TURIA,Împușcare,Femela,"În urma sesizării prezenței unei exemplare de urs în incinta Hotelului Balvanyos Resort, s-a convocat comisia de intervenție. Pentru rezolvarea situației s-a incercat tranchilizarea animalului care ineinte de a efectua substanta efectul, a devenit agresiv atacand membrii echipei si a fost nevoit extragerea prin impuscare.","Primar, jandarmerie, paznic de vânătoare, medic veterinar",,,46.0410764122,26.0534884691,alungare,,,
2025-06-26,Covasna,TURIA,Împușcare,Femela,"În urma sesizării prezenței unei exemplare de urs în incinta Hotelului Balvanyos Resort, s-a convocat comisia de intervenție. Pentru rezolvarea situației s-a incercat tranchilizarea animalului care ineinte de a efectua substanta efectul, a devenit agresiv atacand membrii echipei si a fost nevoit extragerea prin impuscare.","Primar, jandarmerie, paznic de vânătoare, medic veterinar",TURIA 17,,46.117501,25.943610,impuscare,,8/26.06.2025,
2025-06-26,Covasna,TURIA,Alungat,,În urma sesizărilor cu privire la prezenta unei exemplare de urs în intravilanul localității s-a convocat comisia de intervenție care a decis alungarea animalului cu diferite mijloace,"Primar, jandarmerie, paznic de vânătoare, medic veterinar",TURIA 17,,46.047693,26.047886,alungare,,9/26.06.2025,
,Covasna,ARCUŞ,Relocat,Mascul,În data de 27.06.2025 a fost sesizat prezența unei exemplare de urs. S-a convocat comisia de intervenție care după alungarea nereușită s-a decis la tranchilizarea și relocarea exemplarului. După tranchilizare s-a observat că exemplarul a mai fost relocat. După identificare animalul a fost relocat.,"Primar, paznic de vânătoare, medic veterinar",SUGAS 9,,45.9007727041,25.7767299068,alungare,,,
2025-06-27,Covasna,ARCUŞ,Relocat,Mascul,În data de 27.06.2025 a fost sesizat prezența unei exemplare de urs. S-a convocat comisia de intervenție care după alungarea nereușită s-a decis la tranchilizarea și relocarea exemplarului. După tranchilizare s-a observat că exemplarul a mai fost relocat. După identificare animalul a fost relocat.,"Primar, paznic de vânătoare, medic veterinar",SUGAS 9,,46.612778,26.159444,relocare,,4494_27.06.2025,TWPURS027
2025-07-08,Prahova,MĂNECIU,Alungat,,"Exemplar de 4 ani care nu a mai fost gasit la sosirea echipei, nu mai era nici in imprejurimi","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.458341,25.942653,alungare,swapped,9693/08.07.2025,
2025-06-30,Covasna,TURIA,Alungat,,În urma sesizării prezenței de urs în intravilanul localității si a evenimentelor de atac din zilele trecute s-a convocat comisia de inetrvenție imediată. În fața locului s-a sesizat prezența unei exemplare care a fost alungat cu diferite mijloace.,"primar, jandarmerie, paznic de vânătoare, medic veterinar",TURIA 17,,46.052578,26.046317,alungare,,10/30.06.2025,
2025-07-08,Prahova,MĂNECIU,Relocat,Mascul,"Exemplar de 8 ani care a fost capturat si crotaliat cu PH  050 URS, deoarece a produs mai multe pagube in zona, relocat pe acelasi fond cinegetic","Jandarmerie, reprezentant UAT, personal GFC, medic veterinar",TELEJENEL 28,,45.458415,25.949442,relocare,swapped,9694/08.07.2025,PH 050 URS
2025-07-04,Brașov,RÂŞNOV,Relocat,Femela,"Ursul monitorizat si alungat din Zona Nicolae Bălcescu, or. Rasnov a fost capturat si relocat în zona Proviță, u.a. 30B, FC 26 Râșnov, Exemplar de urs femela varsta cca. 1 an și 6 luni și 60 kg","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,45.592491,25.472062,relocare,,13/14.07.2025,642098100342241 (URS 030)
2025-07-05,Brașov,RÂŞNOV,Alungat,,"Alungare exemplar de urs tineret, sex nedeterminat. La momentul alungarii a lansat un atac fals si apoi s-a retras in pădure. Data si ora întocmirii raportului : 05.07.2025, ora 10.30.","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,45.589449,25.474271,alungare,,14/05.07.2025,
2025-07-05,Brașov,RÂŞNOV,Alungat,,"Alungare exemplar de urs tineret, sex nedeterminat. La momentul alungarii a lansat un atac fals si apoi s-a retras in pădure. Data si ora întocmirii raportului : 05.07.2025, ora 13.30.","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",RASNOV 26,,45.589449,25.474271,alungare,,15/05.07.2025,
2025-03-24,Harghita,TULGHEŞ,Împușcare,Mascul,"In urma apelurilor repetate la numarul 112 echipa de interventie a incercat alungarea ursului care a revenit in repetate tanduri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",,,46.9654071309,25.762642073,alungare,,,
2025-03-24,Harghita,TULGHEŞ,Împușcare,Mascul,"In urma apelurilor repetate la numarul 112 echipa de interventie a incercat alungarea ursului care a revenit in repetate tanduri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",REZU MARE 7,,46.879012,25.687619,impuscare,,1566/24.03.2025,
2025-06-27,Brașov,FUNDATA,Alungat,Femela cu pui,"În urma sesizărilor făcute de mai multe persoane s-au realizat acțiuni de alungare din intravilan în zona împădurită a mai multor exemplare de urs, Fundata - zona Drumu Carului.","Reprezentant UAT, Personal GFC, Medic veterinar",MOECIU 28,,45.456942,25.281942,alungare,swapped,2/27.06.2025,
2025-07-03,Harghita,PRAID,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice.,"ersonal jandarmerie, reprezentant UAT",CORUND 39,,46.532934,25.114998,alungare,,5614/03.07.2025,
2025-06-24,Harghita,PRAID,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,"Personal jandarmerie, reprezentant UAT",CORUND 39,,46.529476,25.122849,alungare,,5361/24.06.2025,
2025-06-28,Brașov,FUNDATA,Alungat,Mascul,"În urma apelului la 112, echipa de intervenție s-a deplasat în Fundata, nr. 3G și a alungat un exemplar de urs din curtea unui imobil în zona împădurită.","Reprezentant UAT, Personal GFC, Medic veterinar, Apelant",MOECIU 28,,45.456942,26.281342,alungare,swapped,3/28.06.2025,
2025-06-24,Harghita,PRAID,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice .,"ersonal jandarmerie, reprezentant UAT",CORUND 39,,46.526509,25.120540,alungare,,5365/24.06.2025,
2025-07-01,Harghita,TOPLIŢA,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,"ersonal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",TOPLITA 1,,46.912627,25.355637,alungare,,27381/01.07.2025,
2025-07-04,Brașov,FUNDATA,Alungat,,"În urma apelului la 112, echipa de intervenție a alungat 2 exemplare de urs din gospodăriile unor persoane din zona Drumu Carului. Exemplare alungate cu dificultate.","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",MOECIU 28,,45.456942,25.281943,alungare,,4/04.07.2025,
2025-07-01,Harghita,TOPLIŢA,Alungat,,Echipa de interventie a efectuat alungarea unui exemplar de urs din intravilanul localitatii prin mijloace acustice si luminoase.,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",VOIVODEASA 2,,46.989715,25.481519,alungare,,27382/01.07.2025,
2025-07-05,Brașov,FUNDATA,Alungat,Mascul,"În urma apelului la 112, echipa de intervenție a alungat un exemplar de urs dintr-o gospodărie, Fundata nr. 2E.","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",MOECIU 28,,45.456942,25.281442,alungare,,5/05.07.2025,
2025-06-30,Harghita,SÂNDOMINIC,Împușcare,Femela,"Echipa de interventie a incercat alungarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,,46.5793285395,25.7930526743,alungare,,,
2025-06-30,Harghita,SÂNDOMINIC,Împușcare,Femela,"Echipa de interventie a incercat alungarea ursului care a revenit in repetate randuri in intravilanul localitatii. Datorita faptului ca animalul s-a manifestat agresiv, in scopul protejarii bunurilor si a sigurantei locuitorilor s-a decis extragerea acestuia prin impuscare.","Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",BALAN 15,,46.614785,25.804891,impuscare,,4074/30.06.2025,642090002103649
2025-07-07,Brașov,FUNDATA,Eutanasiat,Mascul,"În urma apelurilor repetate la 112, in zona Drumu Carului - exemplar de urs care intra frecvent în gospodării - s-a amplasat cușca pentru capturare. Exemplarul capturat a fost tranchilizat și eutanasiat.","Personal Jandarmerie, Reprezentant UAT, Personal GFC, Medic veterinar",MOECIU 28,,45.457384,25.283442,eutanasiere,,6/07.07.2025,
